0,0.1,0,0,1,NA
0,0.11,0,0,1,NA
0,0.12,0,0,1,NA
0,0.13,0,0,1,NA
0,0.14,0,0,1,NA
0,0.15,0,0,1,NA
0,0.16,0,0,1,NA
0,0.17,0,0,1,NA
0,0.18,0,0,1,NA
0,0.19,0,0,1,NA
0,0.2,0,0,1,NA
10,0.1,0.021,0,0.979,126.476
10,0.11,0.006,0,0.994,98.1667
10,0.12,0.006,0,0.994,99.6667
10,0.13,0.002,0,0.998,58.5
10,0.14,0.001,0,0.999,87
10,0.15,0,0,1,NA
10,0.16,0,0,1,NA
10,0.17,0,0,1,NA
10,0.18,0,0,1,NA
10,0.19,0,0,1,NA
10,0.2,0,0,1,NA
20,0.1,0.073,0,0.927,145.014
20,0.11,0.052,0,0.948,97.1346
20,0.12,0.028,0,0.972,83.75
20,0.13,0.015,0,0.985,79.4
20,0.14,0.007,0,0.993,62.1429
20,0.15,0.002,0,0.998,75.5
20,0.16,0.001,0,0.999,58
20,0.17,0.001,0,0.999,64
20,0.18,0,0,1,NA
20,0.19,0,0,1,NA
20,0.2,0.001,0,0.999,38
30,0.1,0.168,0,0.832,155.863
30,0.11,0.13,0,0.87,109.608
30,0.12,0.081,0,0.919,94.1975
30,0.13,0.068,0,0.932,72.5735
30,0.14,0.028,0,0.972,59.6071
30,0.15,0.026,0,0.974,51.5769
30,0.16,0.009,0,0.991,48.1111
30,0.17,0.005,0,0.995,52.6
30,0.18,0.001,0,0.999,52
30,0.19,0.002,0,0.998,48
30,0.2,0.001,0,0.999,42
40,0.1,0.333,0,0.667,170.27
40,0.11,0.251,0,0.749,109.952
40,0.12,0.184,0,0.816,81.9022
40,0.13,0.111,0,0.889,77.5766
40,0.14,0.084,0,0.916,65.6548
40,0.15,0.047,0,0.953,58.9149
40,0.16,0.038,0,0.962,51.1316
40,0.17,0.014,0,0.986,49.0714
40,0.18,0.005,0,0.995,46.4
40,0.19,0.006,0,0.994,38.8333
40,0.2,0,0,1,NA
50,0.1,0.528,0,0.472,167.814
50,0.11,0.425,0,0.575,109.301
50,0.12,0.327,0,0.673,83.4281
50,0.13,0.246,0,0.754,73.2033
50,0.14,0.175,0,0.825,63.8171
50,0.15,0.111,0,0.889,56
50,0.16,0.074,0,0.926,51.2297
50,0.17,0.037,0,0.963,50.4595
50,0.18,0.018,0,0.982,43.1111
50,0.19,0.008,0,0.992,37.5
50,0.2,0.011,0,0.989,43.0909
60,0.1,0.658,0,0.342,182.653
60,0.11,0.557,0,0.443,116.975
60,0.12,0.491,0,0.509,86.0102
60,0.13,0.375,0,0.625,73.448
60,0.14,0.288,0,0.712,61.9653
60,0.15,0.218,0,0.782,57.2798
60,0.16,0.107,0,0.893,51.3925
60,0.17,0.081,0,0.919,47.2963
60,0.18,0.05,0,0.95,44.74
60,0.19,0.026,0,0.974,40.3846
60,0.2,0.022,0,0.978,38.5455
70,0.1,0.789,0,0.211,180.214
70,0.11,0.693,0,0.307,116.661
70,0.12,0.627,0,0.373,90.4593
70,0.13,0.516,0,0.484,72.5349
70,0.14,0.411,0,0.589,63.5791
70,0.15,0.322,0,0.678,55.3727
70,0.16,0.193,0,0.807,52.5285
70,0.17,0.163,0,0.837,47.4847
70,0.18,0.093,0,0.907,43.828
70,0.19,0.066,0,0.934,39.7879
70,0.2,0.032,0,0.968,44.25
80,0.1,0.86,0,0.14,188.608
80,0.11,0.821,0,0.179,120.927
80,0.12,0.731,0,0.269,92.9179
80,0.13,0.648,0,0.352,75.1019
80,0.14,0.516,0,0.484,63.781
80,0.15,0.435,0,0.565,57.8391
80,0.16,0.301,0,0.699,53.1262
80,0.17,0.245,0,0.755,48.5429
80,0.18,0.157,0,0.843,45.4331
80,0.19,0.106,0,0.894,41.283
80,0.2,0.066,0,0.934,39.3182
90,0.1,0.935,0,0.065,188.726
90,0.11,0.906,0,0.094,120.43
90,0.12,0.817,0,0.183,92.4455
90,0.13,0.748,0,0.252,76.5428
90,0.14,0.663,0,0.337,65.1976
90,0.15,0.535,0,0.465,58.7065
90,0.16,0.451,0,0.549,52.3503
90,0.17,0.335,0,0.665,48.2507
90,0.18,0.208,0,0.792,44.7596
90,0.19,0.151,0,0.849,42.0199
90,0.2,0.097,0,0.903,40.2062
100,0.1,0.949,0,0.051,198.093
100,0.11,0.948,0,0.052,124.143
100,0.12,0.896,0,0.104,94.4688
100,0.13,0.824,0,0.176,77.0631
100,0.14,0.762,0,0.238,66.0932
100,0.15,0.671,0,0.329,58.851
100,0.16,0.547,0,0.453,52.362
100,0.17,0.416,0,0.584,48.3894
100,0.18,0.318,0,0.682,44.695
100,0.19,0.227,0,0.773,41.5991
100,0.2,0.144,0,0.856,40.0556
110,0.1,0.981,0,0.019,198.044
110,0.11,0.963,0,0.037,125.969
110,0.12,0.939,0,0.061,95.4015
110,0.13,0.886,0,0.114,78.3386
110,0.14,0.835,0,0.165,66.5006
110,0.15,0.73,0,0.27,58.1425
110,0.16,0.67,0,0.33,52.6478
110,0.17,0.551,0,0.449,47.3358
110,0.18,0.395,0,0.605,43.2405
110,0.19,0.293,0,0.707,41.4096
110,0.2,0.22,0,0.78,39.0136
120,0.1,0.986,0,0.014,205.17
120,0.11,0.979,0,0.021,128.116
120,0.12,0.952,0,0.048,96.8971
120,0.13,0.93,0,0.07,78.0462
120,0.14,0.894,0,0.106,65.8188
120,0.15,0.832,0,0.168,57.9904
120,0.16,0.741,0,0.259,52.0715
120,0.17,0.622,0,0.378,48.3826
120,0.18,0.544,0,0.456,44.6599
120,0.19,0.408,0,0.592,41.9363
120,0.2,0.302,0,0.698,38.9834
130,0.1,0.995,0,0.005,207.722
130,0.11,0.989,0,0.011,129.067
130,0.12,0.982,0,0.018,98.5163
130,0.13,0.969,0,0.031,79.356
130,0.14,0.936,0,0.064,66.7254
130,0.15,0.894,0,0.106,58.8479
130,0.16,0.821,0,0.179,52.7357
130,0.17,0.722,0,0.278,48.59
130,0.18,0.609,0,0.391,44.8768
130,0.19,0.492,0,0.508,41.5691
130,0.2,0.386,0,0.614,39.8212
140,0.1,0.996,0,0.004,210.879
140,0.11,0.994,0,0.006,130.522
140,0.12,0.99,0,0.01,98.9182
140,0.13,0.983,0,0.017,79.8383
140,0.14,0.945,0,0.055,69.1693
140,0.15,0.932,0,0.068,59.0086
140,0.16,0.879,0,0.121,52.9579
140,0.17,0.801,0,0.199,48.8152
140,0.18,0.681,0,0.319,44.4479
140,0.19,0.581,0,0.419,41.895
140,0.2,0.454,0,0.546,39.3656
150,0.1,1,0,0,210.697
150,0.11,0.997,0,0.003,132.381
150,0.12,0.996,0,0.004,100.287
150,0.13,0.989,0,0.011,79.7735
150,0.14,0.972,0,0.028,68.1132
150,0.15,0.95,0,0.05,60.5316
150,0.16,0.92,0,0.08,54.5717
150,0.17,0.846,0,0.154,48.0827
150,0.18,0.778,0,0.222,45.4871
150,0.19,0.69,0,0.31,41.6725
150,0.2,0.558,0,0.442,39.1398
